gene	name	best_mech	resfam_mech	megares_mech	card_mech	cardisamech
B331-4_scaffold_2590_5	sul2	Sulfonamide Resistant Dihydropteroate Synthases		Sulfonamide Resistant Dihydropteroate Synthases		determinant of antibiotic resistance,sulfonamide resistant dihydropteroate synthase,determinant of sulfonamide resistance,sulfonamide resistant sul,antibiotic target replacement protein
B331-4_scaffold_116_47	Escherichia coli emrE	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,small multidrug resistance (SMR) antibiotic efflux pump,emrE
B331-4_scaffold_3367_2	ErmG	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B331-4_scaffold_403_8	emrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_154_12	arnA	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B331-4_scaffold_521_5	emrK	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_1328_10	vanXD	Gylcopeptide Resistance	Gylcopeptide Resistance	VanD-type resistance protein		vanX,gene(s) or protein(s) associated with a glycopeptide resistance cluster,protein(s) conferring antibiotic resistance via molecular bypass,determinant of resistance to glycopeptide antibiotics
B331-4_scaffold_1328_5	vanRD	Gene Modulating Resistance	Gene Modulating Resistance	VanD-type regulator		VanS-VanR two-component regulatory system,gene(s) or protein(s) associated with a glycopeptide resistance cluster,vanR
B331-4_scaffold_286_58	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B331-4_scaffold_72_41	leuO	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_2210_5	APH(2'')-IIa	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),determinant of aminoglycoside resistance,APH(2''),antibiotic inactivation enzyme
B331-4_scaffold_403_7	emrB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_105_46	mdtL	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B331-4_scaffold_25_180	Escherichia coli gyrA conferring resistance to fluoroquinolones	Quinolone Resistance	Quinolone Resistance	Quinolone Resis`tance		antibiotic resistant DNA topoisomerase subunit,determinant of fluoroquinolone resistance,fluoroquinolone resistant DNA topoisomerase,antibiotic resistant DNA topoisomerase subunit gyrA,fluoroquinolone resistant gyrA
B331-4_scaffold_2590_3	APH(6)-Id	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(6),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B331-4_scaffold_111_82	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B331-4_scaffold_55_13	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B331-4_scaffold_2590_4	APH(3'')-Ib	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(3''),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B331-4_scaffold_403_9	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_1598_1	mphA	Phosphotransferase		Phosphotransferase	Macrolide Phosphotransferase	determinant of macrolide resistance,macrolide phosphotransferase (MPH),macrolide inactivation enzyme,antibiotic inactivation enzyme
B331-4_scaffold_31_64	msrB	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B331-4_scaffold_18_74	mdtH	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B331-4_scaffold_4740_1	tet(40)	Efflux	Efflux	Tetracycline resistance ribosomal protection proteins		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B331-4_scaffold_1442_3	tetX	Tetracycline Inactivation	Tetracycline Inactivation	Tetracycline inactivation enzymes		determinant of antibiotic resistance,tetracycline inactivation enzyme,determinant of tetracycline resistance,antibiotic inactivation enzyme
B331-4_scaffold_154_11	PmrF	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B331-4_scaffold_26_165	Escherichia coli LamB	Quinolone Resistance	Quinolone Resistance			protein modulating permeability to antibiotic,determinant of antibiotic resistance,gene conferring resistance via absence,Sugar Porin (SP),determinant of tetracycline resistance,determinant of fluoroquinolone resistance
B331-4_scaffold_521_4	emrY	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_286_59	cpxA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B331-4_scaffold_111_59	TolC	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_80_60	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B331-4_scaffold_25_188	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	GlpT,antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance
B331-4_scaffold_521_6	evgA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B331-4_scaffold_206_51	H-NS	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_2024_1	ErmF	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B331-4_scaffold_26_58	PmrC	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B331-4_scaffold_10101_1	CTX-M-27	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CTX-M beta-lactamase
B331-4_scaffold_18_26	mfd	Quinolone Resistance	Quinolone Resistance			quinolone resistance protein (qnr),antibiotic target protection protein,determinant of antibiotic resistance,determinant of fluoroquinolone resistance
B331-4_scaffold_105_78	emrD	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B331-4_scaffold_4640_3	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B331-4_scaffold_54_106	acrD	Efflux	Efflux	Aminoglycoside efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,determinant of antibiotic resistance
B331-4_scaffold_26_92	mdtO	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_49_20	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_1705_2	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B331-4_scaffold_91_137	AcrE	Efflux	Efflux	Aminoglycoside efflux pumps		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_49_172	gadW	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_877_29	aad(6)	Nucleotidyltransferase	Nucleotidyltransferase	Aminoglycoside O-nucleotidyltransferases		ANT(6),aminoglycoside nucleotidyltransferase (ANT),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B331-4_scaffold_1598_12	dfrA17	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B331-4_scaffold_2210_4	AAC(6')-Ip	Acetyltransferase	Acetyltransferase	Aminoglycoside O-phosphotransferases		AAC(6'),aminoglycoside acetyltransferase (AAC),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B331-4_scaffold_26_93	mdtP	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B331-4_scaffold_111_37	Escherichia coli parC conferring resistance to fluoroquinolone	Quinolone Resis`tance		Quinolone Resis`tance		fluoroquinolone resistant DNA topoisomerase,fluoroquinolone self resistant parC,fluoroquinolone resistant parC,antibiotic resistant DNA topoisomerase subunit parC,determinant of antibiotic resistance,gene involved in self-resistance to antibiotic
B331-4_scaffold_25_34	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B331-4_scaffold_178_65	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B331-4_scaffold_727_31	PmrE	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
